i,j,tau_sch,margin_sch_exact,margin_sch_float,tau_cau,margin_cau_exact,margin_cau_float,ratio_cau_over_sch
48,1,1,1631117851661226292273070481751613523909142830437769442115717104945880555966133314219674559037750969486031302747479365046754424554542035060105837361293180157911940737686099455368910220334012710335008614693482324115778953748968897862899961843189902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.042613917589224566,1,1631113800712602386838816810921886846057109348787217779125998647652215000099972112141839654531238280129901762580381260480151999043206904242767710068220803944002031483352327978384437912974086841273352123549486454361698905748968897862899961843189902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04261381175579834,0.9999975164586545
48,2,1,1642689934402902018357992078964567719528738805733461636411807511485039752166821614567462482862185584568733913073161952441602306580460344556263961207072498447781096591905413577047218213921968830726017936027939593268184325064276823803196880898473902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.042916245087993105,1,1642625837767178574990005903048611483632803858714670989926087910981950963531764770901678974904829091380093763371927015102177143945988809432677289281283309570631549758204080208363340849843284973739514077724005677202903557064276823803196880898473902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04291457052551457,0.999960980685167
48,3,1,6828786270730668893690286103522810016246107067973019421504403367769370399714959592148329621864706599486752597774729547370897306651138797891767740528418815282736662382767306043702295196220679956155904936117309884464883171151399315653052452636271204791112865814949/157517063024876794700409613498783402826482775907710798656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04335267646307114,1,6827475580510421191151238638355955680444204318217462450267381435007796895204784264783654161484566649769480020953359285458285783817836123912217207060188933065974364473677383885971501280697059602270407888118686633104867171151399315653052452636271204791112865814949/157517063024876794700409613498783402826482775907710798656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04334435552186593,0.999808063956275
48,4,1,1678905962129408954652476206549834621206806198362294981157123964905585703557517920095406510622784307423471608933097211715892104501976254716794277753112365317357650531289816817430005889331649535748701576509657340190285810325508527564384557119609902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.043862410209890734,1,1677925393781469353340597225298338228405901916635736665684592596146092339751900554933241567556996611344323338741059148104696878577630239270212835182449958953697702448965139754819459499601030895964639843646714683145793522325508527564384557119609902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04383679228245088,0.9994159480220703
48,5,1,1698749335550747308674958192155730920731484481063318849314615274537693543441138172965007572691050666048108067124388709883028870835381272236137453679249123932927666951097865436498396537038666030959068033410266194209965924271432305385275314285461902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.044380830064598295,1,1696435174037136006642555783642182034424719504214134003113054259730981754528620570303815137509118115673544467661761641647540430484828951347314211898215161999759237129681399529853064962125637867423761068412847597909935924271432305385275314285461902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.044320371227777426,0.9986377263171314
48,6,1,7063242779539786894479442402734421629268976949924320756436759873749365404029801674734332247169807050264096143075866717248033784038835757892057594640808591197800415709560846275915176599599570565728775025817304305232489516162803980108493899128271204791112865814949/157517063024876794700409613498783402826482775907710798656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04484112796354185,1,7044302684886318777944282542121048818100512657311184571298198999091468784523741743749225160626308215555902612302732330133408743783010641453088772550554707526197628081152880955261134991611788903560822257839332283472233516162803980108493899128271204791112865814949/157517063024876794700409613498783402826482775907710798656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04472088642088132,0.9973184987059581
48,7,1,1729203629373085669654693126610322876360768140843691202108076171027497923478851968993150852174764920823621546819579435320510750877726673758015559528633455587417268448766237183317613956038435969253390526007344274304024894793895712907650666727733902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04517646648403998,1,1721091001693567049687721167497868776609118985961110120928139230813855365980482981927677181039211158299627180010414383698215064234148059813603011209595241252706956714644562569098212370848669600216155289273260994757829646793895712907650666727733902764240426393032607/38276646315045061112199536080204366886835314545573724073468750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0449645192927227,0.995308460182645
48,8,1,7123098667218918657164996815484764401757128061017917508485939725806170018993146218228935773483153775168924468279900103287615521173782369694219075171812357573778873867349874666648880048213095974632974501146915029658500091181811754200896309948271204791112865814949/157517063024876794700409613498783402826482775907710798656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04522112417810864,19/20,1098238020795725862433322426370878387933893005845542131952343528129752693139956593797481123908059131809141599776951240339925332671861474223133132712029148945376054190535557703656547575714299834591553270741839965397687384209182136311048937497448095049283936928770433016006743067923/24497053641628839111807703091330794807574601309167183407020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.044831433071993824,0.9913825427121189
48,9,19/20,13749221234655113283794457889508390663766015459138480972263840271607713022228726442117911710706621716657780179035442752058024831322893852980497856967008628087448936300776617839006184210666060390009447406985081353936365692869080062134460686707446629089480702824326333530947445283/302432761007763445824786457917664133426846929742804733420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04546207622758888,9/10,212898759896398534272055264112611387991063971741265068091483569628966363324605804579234793068092090411104249557343625746123320890718322176138204648879019971452809393417286195664751111850819114950849153001977665210964592821464520698337292569620864556291443064372227206741748363/4725511890746303841012288404963502084794483277231323959687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0450530577043528,0.9910030830710748
49,0,1,25786883052359926207116965137610177880109939696888938677851462513894275131623639544532297502232209351/629284446395289316328731399174570057456138107456218342194933638610550784000000000000000000000000000000,0.04097810330459323,1,25786883052359926207116965137610177880109939696888938677851462513894275131623639544532297502232209351/629284446395289316328731399174570057456138107456218342194933638610550784000000000000000000000000000000,0.04097810330459323,1.0
49,1,1,22193631146836353938337393054901419281764371324497991563694040574646317004712683909416774122778997547469325529491343/540119172817001709647997149712670375547909065924259670234146380185600000000000000000000000000000000000000000000000000,0.041090248715084585,1,3883872353423379438167944763114520470207060038699555310646011943165692701571363073804752040118619402893601195140532929/94520855242975299188399501199717315720884086536745442290975616532480000000000000000000000000000000000000000000000000000,0.04109011015018323,0.999996627791126
49,2,1,156464390400495893090058529427254206402188572784860101509875137675410467675491291029119146309515620533066542360897449/3780834209719011967535980047988692628835363461469817691639024661299200000000000000000000000000000000000000000000000000,0.041383562918016495,1,558771821327528549517152691188129094135737970841409222114066494572705242785920884351101533947045412078556281830158903/13502979320425042741199928742816759388697726648106491755853659504640000000000000000000000000000000000000000000000000000,0.0413813728117255,0.9999470778701358
49,3,1,17554826581266227940265189208721717012092044058241638031042699414875411273402266665954505416280861864096131982395361/420092689968779107503997783109854736537262606829979743515447184588800000000000000000000000000000000000000000000000000,0.04178798393890378,1,62679511002153383259099773645093004286855331911273328649215114013932355265453685900659652811824290709129287642419967/1500331035602782526799992082535195487633080738678499083983739944960000000000000000000000000000000000000000000000000000,0.041777120858511645,0.9997400429652691
49,4,1,159653316770543389653712295566875406610129951246644334198737356113957562039147253376229407266454852787181075460485801/3780834209719011967535980047988692628835363461469817691639024661299200000000000000000000000000000000000000000000000000,0.042227008092589356,1,3988179777171495963279612152648319242570850898567731431346755301536380008300612579833152340111076724101768280771801729/94520855242975299188399501199717315720884086536745442290975616532480000000000000000000000000000000000000000000000000000,0.04219364887166416,0.9992100027344573
49,5,1,2357194640703625763666833629003180740366330304556813764536834500354706490960368966412179520834856914737078983/55308203296460975067954908130577446456105888350644190231976589331005440000000000000000000000000000000000000000,0.04261925899253459,1,411749587368666718770015197522843451424469206925458856276366411815460372342132621201866880039323128167816693257/9678935576880670636892108922851053129818530461362733290595903132925952000000000000000000000000000000000000000000,0.04254079222845344,0.9981588895270352
49,6,1,2573419005987496510481456665280001902070937276213205148574121503529483134890085929646808471036531861699006217557527/60013241424111301071999683301407819505323229547139963359349597798400000000000000000000000000000000000000000000000000,0.04288085337369535,1,575982533311182163622292801490065435640947128390853507133357261887112072395904465880318251963996271065389422720250103/13502979320425042741199928742816759388697726648106491755853659504640000000000000000000000000000000000000000000000000000,0.042655959077115106,0.9947553679815943
49,7,1,23054170867587611981870804577544850254832151223263758818783419985124284241779639850250374916792852821309357767417807/540119172817001709647997149712670375547909065924259670234146380185600000000000000000000000000000000000000000000000000,0.04268348917767194,1,3993248048810687881496013668896948932120769293642823895256464535721092748306156032828390758880736360767424337992187521/94520855242975299188399501199717315720884086536745442290975616532480000000000000000000000000000000000000000000000000000,0.04224726954221526,0.9897801317591236
49,8,19/20,228747070710020521536065491103157080027170445845350985765910463087933428033133897513503073937855186481216610468550230600059421437/5377186431600372576051171623806140627676961367423740716997723962736640000000000000000000000000000000000000000000000000000000000000,0.04254029009776033,19/20,5643384822463864939787803352223683662269735633406020686559658914321119117159773184681604798586968242977967759065775363809550453429/134429660790009314401279290595153515691924034185593517924943099068416000000000000000000000000000000000000000000000000000000000000000,0.041980205776754265,0.9868340267610081
49,9,9/10,10761513365193151040415483605397594476860581985462344073838766387360880793889161392925886016701115979579088887755412207693536447/252055613981267464502398669865912841922357564097987846109268310753280000000000000000000000000000000000000000000000000000000000000,0.04269499574007876,9/10,27236778752099158604596503638790744786160773088772412081450936121281038778708834961852928837721067480895689459178018125471/645262371792044709126140594856736875321235364090848886039726875528396800000000000000000000000000000000000000000000000000000,0.042210393698390074,0.9886496758393214
50,0,1,6270685986204747400063328518246618240676241105067587204626937229521103533537154341472939715657572439404901779360715276437638142011204596945949702686792098065163970627164601637076458193171868381265319156469303564162665824950248210903640615605273859807561501661551/159765691540677034990702550492532400353089193249240663687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03924926513154549,1,6270685986204747400063328518246618240676241105067587204626937229521103533537154341472939715657572439404901779360715276437638142011204596945949702686792098065163970627164601637076458193171868381265319156469303564162665824950248210903640615605273859807561501661551/159765691540677034990702550492532400353089193249240663687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03924926513154549,1.0
50,1,1,44018574871842870144435244491517742246685469564092316964310864092514749479767356222991334936529881135616424056520481836960614802820630572863918765021970060100250958246545353753647311824156831853907701116209803923263016064837304180882783924434917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03935993878406398,1,44018371091468428789657101497740791459292347655458045684679228698921241478480865066441368445144032235202128733261200847392457819274263665869922220523374705599610855799979056127773463297549754243305629956233286332348034064837304180882783924434917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0393597565704624,0.9999953705821909
50,2,1,44329436392065456794009521575810617264395096607782108481153145189677367361128822554605780870928849955314509293012752151821968202214633706971436246350597338803343182496917667507743702930977324542543690225704082717824081935394004294554682770028917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03963790076811059,1,44326219121152706138691152814560273576486209240914513123637837041770825353277756454261868864817743884217896282559447033248692532042144499751391995995455659033142706046089620869883622203895250772910551666079801263184369935394004294554682770028917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.039635023991964474,0.9999274235998785
50,3,1,44728610783447190596339353307020244380916294918242692459207093595872886999837619818653533083113657760152146228051947324738230304843492307559992439546990289357974192341746468504782317389407144233625046996609486949385858386321837817341180846018917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0399948291706019,1,44712682920050652289805506520964937203452837119769594702698741920729106772809778797075161371261280431720805732455475261929315291502112132649228497932126899262468342542018018386640778665754625774857283038511562085272316386321837817341180846018917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03998058700737708,0.9996438998860561
50,4,1,45107746997983058832492605550692808615839014531397863158281593436097996374310357861219365548699946003668552525012749750460822682081491071004804805971305654138962585698773987698056918643847195490855568338782425978888345417620804749242278152404917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04033384010492679,1,45058964830633824770679214302002159162463974215837963923830276376980363377733534704558654807654606361402800910724438492241496842080474912075769805372123496691800958916419025564071351722928767176725351384793922704652953417620804749242278152404917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.040290220720923337,0.9989185412574161
50,5,1,45341363252824817656266427293325546287262636348461199228401680555487721573374546904448152012543263281297355834795681976243467814254809010793933877059968828977504672072601190835745706803693196282799049061430964597355451221332138840388270456364917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04054273195379525,1,45115875487765386065256319170586341341661857165347818230335568776539970341651724225831472302508739433914184470241870088206652966469812462754717469424302351659295543372595498138051451527374372942514825731864166771538779221332138840388270456364917018652930511630857/1118359840784739244934917853447726802471624352744684645812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04034110832887931,0.995026886073052
50,6,1,6422970576262935089352806488378160045165701387324738718213267435765374849640642250691101198393933876872009380716582004547200314215852728578125057895540361173712761376587293449168703647970362895591336992384828804297152856249215142804737921991273859807561501661551/159765691540677034990702550492532400353089193249240663687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.04020243967477598,1,6366769676412378740326381293982222375211727922966881010891434756147269589979847744166589109428220744693177049342048719563299831161865323557086156773386586464847050326168581784111683652233366459080929120439295120458326856249215142804737921991273859807561501661551/159765691540677034990702550492532400353089193249240663687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03985066890779471,0.9912500144312889
50,7,19/20,2019912370693170581977939394098385451011145661818958502575834539206353674917772835091905483545377129123284341439837846458427061519778932460986539464847695638947765027095984245025441842255252069477626463949189915164817220464447019011395358952683625640765975963909622213176807413/51125021293016651197024816157610368112988541839757012380000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03950927196912635,19/20,13968662783689653144196116073113156718815710836059164345686580363377293210779003644893261791475960897991019966389148815289369109210595655832804041748103906294648319659381961533877488506941652327948161663430181056711382322181714733079767512668785379485361831747367355492237651891/357875149051116558379173713103272576790919792878299086660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03903222344643567,0.987925656462021
50,8,9/10,219459660763376685459019981402821002046587702910071845910930907483527040538658952790754545234619730387949561609723066072171940178385706414227767895192531654312565446801323412613914877952624170965863007195976369860552690405791166402379491966382687552489292947310278814950065051/5591799203923696224674589267238634012358121763723423229062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03924669909630957,9/10,216440048101665146009879530409901741650792037086809290691836046122812875426391570598145972002588569175823226660757951099514968016198392302268934879731826345390032101121893593011514249072340613813979343916830138523132526871697761106699527290210056206489292947310278814950065051/5591799203923696224674589267238634012358121763723423229062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.038706691747763734,0.9862406938422852
50,9,17/20,24980249587577657335575018438870051691811433983342119012437117585393936652648834425643391380568776177908521923386378627526405811889609158254982458402270381623296128591839773087153995603146910115306205084850867899647886901836919765688755284691509535410291914514131710902269993/635657458350118220922155795920555198562912598362875820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.039298287559490275,17/20,24659395094264277326175521173724048672844751850100125198550282534769556686423355234968057676435751294826643558900964211955509348758082669358414901534410694162685036831199129072436040729769865740263847330581548677236356872870494765688755284691509535410291914514131710902269993/635657458350118220922155795920555198562912598362875820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0387935275050009,0.9871556730372727
51,0,1,3540904723304941397721803845010233990324694444985051166243149444589393403845878147398397385836412758000500018172730243661887749580971122993660355899872002117268133005137620285633755761111537138468/95079124223709225399590434389470178424761746288584562122665978826978472147852683716043702879317431540835055061599383677825022389007626514264621579115423590823630295432167258695699274539947509765625,0.037241663216981656,1,3540904723304941397721803845010233990324694444985051166243149444589393403845878147398397385836412758000500018172730243661887749580971122993660355899872002117268133005137620285633755761111537138468/95079124223709225399590434389470178424761746288584562122665978826978472147852683716043702879317431540835055061599383677825022389007626514264621579115423590823630295432167258695699274539947509765625,0.037241663216981656,1.0
51,1,1,7164841787293034417016905587002008611091519837795304120760245442617242163166760646168247551140324384030458184704626685765147872514037997142137409693977152675215818888387173975667512595052859990335726892605609705469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.037349401208296884,1,7164795633181690573953521199942963922679295654604322233039781971253590728499326074670066502797564740758873225768332141165275195766265517113170824691733522248054022981206874545684753856719500629640841638699359705469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.0373491606128346,0.99999355825115
51,2,1,7044699115303742757578903487516031225829580967987462395113158604597332600679219004690536211318894423854133688387632136322938459922776877541862729057462549907819634534785241561124770693159885654191299026963133181/187336759935766860682568278506239230064161946226474385875357862183299112147191009922493722172710310569196791407542293525305930612656624134615412913262844085693359375000000000000000000000000000000000000000000000000,0.03760446757870263,1,7043988338148178610529883107901333995893077804574117615639445036729175263814193373814516605669968053609538993920104035428478627624852880616174108213421686202307429218587059905077388999662585506181045120713133181/187336759935766860682568278506239230064161946226474385875357862183299112147191009922493722172710310569196791407542293525305930612656624134615412913262844085693359375000000000000000000000000000000000000000000000000,0.03760067346399814,0.9998991046822681
51,3,1,7269474239739252450240604390055485297164538217000941480423173495095767586521898851000836682903210419287336752895806795450765978886334257143395206672988537610719544264231843255480560630371349964641257440701312830469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.03789483676177312,1,7265877919894505840207412073621878988407084428648591471816030728800500712541362418826516640240764404671661194763269389351868885017329542272837419268056917142928016757481972086363976133565905604861899530545062830469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.037876089607719696,0.9995052847391511
51,4,1,7304884282478757746572138793730477365768381396373543816946198888349709965996871911091031046200858644926714972150133172427904767094885020781455574183237600293279961418406500098703482195904950425260985529080219080469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.03807942477255464,1,7279230829114869009807493580407855156903880417117062659510155106340123512110951053019806766118944201181954623120246631578592150246969207034669121528543578026141867707422891778098410556030000373953307306423969080469/191832842174225265338949917190388971585701832935909771136366450875698290838723594160633571504855358022857514401323308569913272947360383113846182823181152343750000000000000000000000000000000000000000000000000000000000,0.03794569661071784,0.9964881779954516
51,5,1,7063987354150559022396229659383743799744892011108193447326031883420711127125746991871168547388634119937041543518571291327726279296288413331041712029276008944375258449406915489496344672923835867924972122666258181/187336759935766860682568278506239230064161946226474385875357862183299112147191009922493722172710310569196791407542293525305930612656624134615412913262844085693359375000000000000000000000000000000000000000000000000,0.037707427824483705,1,7014807337445852886686127169381690570260354716790422313667953263201317508210260498583527198285611989965088587760943011074650774885651419889421431116867091061782024937091950962926961221208724135442061966416258181/187336759935766860682568278506239230064161946226474385875357862183299112147191009922493722172710310569196791407542293525305930612656624134615412913262844085693359375000000000000000000000000000000000000000000000000,0.03744490584683464,0.9930379240166944
51,6,1,1009860122098465773103513146208899122946141227974595662670445895795230748340118509779837232030240463006540475167239498065648046418806199532999356441507409311343846381314582010636441940110440543993629886373904065067/27404691739175037905564273884341281655100261847987110162338064410814041548389084880090510214979336860408216343046186938559038992480054730549454689025878906250000000000000000000000000000000000000000000000000000000000,0.03684989897751229,1,997376945701704938650340599512368448281742907420391106243951320218154784039584381370058801265498291348997763936837370771343488508121096894071951322804971152319009873301994873596520140668641022547401859030154065067/27404691739175037905564273884341281655100261847987110162338064410814041548389084880090510214979336860408216343046186938559038992480054730549454689025878906250000000000000000000000000000000000000000000000000000000000,0.03639438659607156,0.9876387074570079
51,7,19/20,97892995697694288369902675783013905475723495005087431814385887282508409860596449053297293114353066015812184138244997240253231398526218139493088247066581431211684571480447154631544784358584062816016114035767708850845266213/2744190819371584873279808767181238721642997259176870886846062434325670588093618309411529133389311189978468624133920315312098592958837267596905462596623692661523818969726562500000000000000000000000000000000000000000000000000,0.03567280926918618,19/20,96214022377479604700162535135086807084193026863879511814778721601902535006410048470422951598043436685732634077047804754619515856670995702114818572591910691939758066320605122748129867072793483189679420272034798694595266213/2744190819371584873279808767181238721642997259176870886846062434325670588093618309411529133389311189978468624133920315312098592958837267596905462596623692661523818969726562500000000000000000000000000000000000000000000000000,0.03506098107255984,0.9828488922190147
51,8,9/10,50482670408023449935348053654454364220923449803396624493416278374016118202995543141316385263702676250031509396869873282314827728124934742577840508704218698872338378656708791709105367028518434351961669474357062014396339097538551/1438746316306689490042124378927917286892763747019323283522748381567737181290426956204751786286415185171431358009924814274349547105202873353846371173858642578125000000000000000000000000000000000000000000000000000000000000000000000,0.03508795806172013,17/20,31639982556205863547622347400061863461149820767285364630198913018671634960828517419858895340135451869584062080899761620305111346519358630379795728167615148807509616365232925075090059490252423542197131623322127697886020629/914730273123861624426602922393746240547665753058956962282020811441890196031206103137176377796437063326156208044640105104032864319612422532301820865541230887174606323242187500000000000000000000000000000000000000000000000000,0.034589412295444565,0.9857915423462768
51,9,17/20,33752957428627580097659576304410700873435401542977711836519858981622129896076190157496747359510650169745349291343958871279632158910357296357683660369877258377256119699560618905841940529649014863393439183665080759432214828402429/959164210871126326694749585951944857928509164679548855681832254378491454193617970803167857524276790114287572006616542849566364736801915569230914115905761718750000000000000000000000000000000000000000000000000000000000000000000000,0.0351899675217997,4/5,13527220977448628897618775948484104170196572837098315091492737905736616841715203221699544387385831616491965061133200105943281750707085860138947165971793170784620661635453756459000585790729856897356828259058844496600775649/392027259910226410468544109597319817377571037025267269549437490617952941156231187058789876198473027139781232019131473616014084708405323942415066085231956094503402709960937500000000000000000000000000000000000000000000000000,0.034505817224410214,0.9805583708775613
52,0,1,5580390579407027127200482473720427782860461707419005758440570942687262513910984734919213778492056235102172446139811345953772909009417722463432379397862198673137547603462103497007118467011707876700862281060421409977923856592817530242836012865354711276040590829457/160125774133793081726611541293101164939108875608063051562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0348500459066904,1,5580390579407027127200482473720427782860461707419005758440570942687262513910984734919213778492056235102172446139811345953772909009417722463432379397862198673137547603462103497007118467011707876700862281060421409977923856592817530242836012865354711276040590829457/160125774133793081726611541293101164939108875608063051562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0348500459066904,1.0
52,1,1,39178557245125507328470372441770363848449865638342896297096277649673984251916653949023279574068504285655631481782348311921220659317229780114137174087428043952296848847115218533094474561528178280509523942348466812651324620927817335575420773007482978932284135806199/1120880418936551572086280789051708154573762129256441360937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03495337824020213,1,39178199765760875048609757336228776818567086115462565809859675960246533028055724694457189314902889269811731878483527010294880045645200499563142957422211011924315266530434150736422715678809973754086994024579587143299374620927817335575420773007482978932284135806199/1120880418936551572086280789051708154573762129256441360937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.034953059312903025,0.9999908756373442
